Record #,Wrinkles,Scars,Shell Segments,Color,Fangs for some reason,Nostril Size,Miscellaneous Abnormalities,Weight
20924,0,6,6,green,no,normal,0,20.4lb
20925,4,5,9,grayish-green,no,normal,4,19.5lb
20926,7,3,9,grayish-green,no,unusually small,3,28.3lb
20927,2,2,11,green,no,normal,2,20.1lb
20928,0,6,6,green,no,normal,0,20.4lb
20929,5,3,13,gray,yes,normal,0,6.3lb
20930,2,3,9,green,no,normal,2,18.2lb
20931,8,6,12,grayish-green,no,normal,2,23.9lb
20932,3,1,9,green,no,normal,0,14.6lb
20933,6,5,10,grayish-green,no,normal,2,23.0lb
20934,4,2,8,green,no,unusually large,1,16.6lb
20935,13,0,11,greenish-gray,no,unusually large,0,25.8lb
20936,12,3,10,grayish-green,no,normal,4,22.5lb
20937,0,2,6,green,no,normal,0,20.4lb
20938,4,3,9,green,no,normal,1,17.7lb
20939,1,4,9,green,no,normal,3,16.9lb
20940,1,5,10,green,no,normal,0,17.0lb
20941,1,0,12,green,no,unusually large,0,17.6lb
20942,8,1,12,grayish-green,no,normal,1,21.3lb
20943,1,8,9,green,no,normal,0,17.9lb
20944,4,1,9,green,no,normal,0,19.2lb
20945,0,1,6,green,no,normal,0,20.4lb
20946,1,2,13,green,no,normal,0,19.6lb
20947,4,1,10,green,no,normal,0,16.4lb
20948,0,3,6,green,no,normal,0,20.4lb
20949,0,5,6,green,no,normal,0,20.4lb
20950,2,0,9,green,no,normal,0,17.3lb
20951,3,1,10,green,no,unusually large,0,15.2lb
20952,4,3,8,green,no,normal,0,16.7lb
20953,1,1,11,green,no,unusually small,1,18.3lb
20954,3,2,9,green,no,normal,1,20.4lb
20955,2,2,10,grayish-green,no,normal,1,21.4lb
20956,4,3,10,green,no,normal,4,22.8lb
20957,3,0,9,green,no,unusually small,0,17.1lb
20958,6,2,12,grayish-green,no,normal,0,22.2lb
20959,0,4,6,green,no,normal,0,20.4lb
20960,1,1,9,green,no,normal,0,17.0lb
20961,3,3,8,gray,yes,normal,0,4.4lb
20962,0,4,6,green,no,normal,0,20.4lb
20963,0,1,6,green,no,normal,0,20.4lb
20964,2,0,9,green,no,normal,0,19.1lb
20965,2,2,10,gray,yes,unusually large,0,5.2lb
20966,1,2,12,gray,yes,normal,2,6.5lb
20967,3,5,11,grayish-green,no,normal,0,20.4lb
20968,5,3,9,green,no,normal,2,20.5lb
20969,0,3,6,green,no,normal,0,20.4lb
20970,8,1,12,green,no,normal,0,17.9lb
20971,2,1,11,gray,yes,normal,3,5.5lb
20972,3,6,11,grayish-green,no,normal,0,21.5lb
20973,0,6,6,green,no,normal,0,20.4lb
20974,3,4,10,grayish-green,no,unusually small,2,23.0lb
20975,0,1,6,green,no,normal,0,20.4lb
20976,2,2,11,green,no,normal,1,18.1lb
20977,2,2,8,green,no,normal,4,15.7lb
20978,3,2,9,green,no,unusually small,4,21.6lb
20979,0,1,6,green,no,normal,0,20.4lb
20980,5,5,11,green,no,normal,2,19.7lb
20981,5,3,15,grayish-green,no,normal,0,25.3lb
20982,4,3,12,gray,yes,normal,0,6.0lb
20983,2,4,11,green,no,normal,0,16.2lb
20984,3,7,9,green,no,normal,5,25.2lb
20985,0,6,6,green,no,normal,0,20.4lb
20986,1,4,10,green,no,normal,0,19.1lb
20987,1,1,10,green,no,unusually large,1,19.3lb
20988,0,5,6,green,no,normal,0,20.4lb
20989,0,5,6,green,no,normal,0,20.4lb
20990,2,2,10,grayish-green,no,unusually large,1,21.8lb
20991,5,2,11,green,no,unusually large,0,16.7lb
20992,3,2,10,green,no,normal,7,30.1lb
20993,1,3,10,green,no,normal,0,17.5lb
20994,3,2,13,green,no,normal,0,19.8lb
20995,2,2,7,green,no,normal,0,16.1lb
20996,4,2,8,grayish-green,no,normal,0,16.7lb
20997,0,6,6,green,no,normal,0,20.4lb
20998,4,2,9,green,no,normal,5,25.4lb
20999,0,2,6,green,no,normal,0,20.4lb
21000,4,2,11,gray,yes,normal,0,5.3lb
21001,2,4,9,green,no,normal,0,17.3lb
21002,5,9,10,grayish-green,no,unusually large,0,19.9lb
21003,4,2,12,grayish-green,no,normal,3,26.6lb
21004,3,3,11,green,no,unusually large,0,19.9lb
21005,2,4,9,green,no,normal,0,18.1lb
21006,0,4,6,green,no,normal,0,20.4lb
21007,7,8,11,grayish-green,no,normal,0,24.2lb
21008,1,1,12,green,no,normal,3,22.5lb
21009,1,1,11,green,no,normal,1,19.2lb
21010,3,2,12,green,no,normal,0,21.5lb
21011,2,0,10,green,no,normal,0,17.5lb
21012,2,0,10,green,no,normal,1,18.9lb
21013,3,4,11,gray,yes,normal,5,5.7lb
21014,0,2,6,green,no,normal,0,20.4lb
21015,2,3,10,green,no,normal,0,19.1lb
21016,7,1,10,grayish-green,no,unusually large,3,26.0lb
21017,0,1,6,green,no,normal,0,20.4lb
21018,5,3,10,grayish-green,no,unusually small,1,22.8lb
21019,0,5,6,green,no,normal,0,20.4lb
21020,5,2,13,green,no,unusually small,1,20.8lb
21021,0,5,10,green,no,normal,3,23.1lb
21022,3,3,12,grayish-green,no,normal,0,23.7lb
21023,4,1,12,grayish-green,no,normal,1,20.8lb
21024,2,2,9,green,no,normal,4,21.7lb
21025,8,5,13,grayish-green,no,normal,1,23.5lb
21026,5,3,9,green,no,normal,1,19.0lb
21027,1,1,10,grayish-green,no,normal,3,23.3lb
21028,0,5,6,green,no,normal,0,20.4lb
21029,4,0,8,grayish-green,no,normal,0,17.7lb
21030,0,4,6,green,no,normal,0,20.4lb
21031,4,3,13,green,no,normal,2,24.4lb
21032,0,5,6,green,no,normal,0,20.4lb
21033,0,4,6,green,no,normal,0,20.4lb
21034,2,2,12,grayish-green,no,normal,0,22.9lb
21035,1,2,10,gray,yes,normal,0,5.3lb
21036,9,6,12,greenish-gray,no,normal,3,27.3lb
21037,0,4,10,green,no,normal,8,24.7lb
21038,3,2,12,green,no,unusually large,0,17.0lb
21039,0,6,6,green,no,normal,0,20.4lb
21040,4,2,12,green,no,unusually large,0,20.4lb
21041,2,1,11,grayish-green,no,normal,2,24.6lb
21042,1,5,8,green,no,normal,0,16.4lb
21043,4,5,11,grayish-green,no,normal,0,22.9lb
21044,1,1,12,green,no,normal,4,24.2lb
21045,3,5,11,gray,yes,normal,1,5.7lb
21046,4,4,12,gray,yes,unusually small,2,5.7lb
21047,10,5,13,grayish-green,no,normal,1,23.4lb
21048,1,1,11,green,no,normal,0,16.7lb
21049,2,2,11,green,no,normal,0,20.0lb
21050,2,4,8,green,no,normal,0,18.8lb
21051,2,4,8,grayish-green,no,normal,0,17.7lb
21052,0,1,9,gray,yes,normal,0,4.7lb
21053,5,4,11,gray,yes,unusually large,6,4.6lb
21054,6,3,7,green,no,normal,1,20.4lb
21055,2,5,9,green,no,normal,1,17.8lb
21056,9,6,12,greenish-gray,no,normal,0,24.6lb
21057,3,3,10,green,no,normal,1,21.3lb
21058,0,0,9,green,no,normal,0,15.4lb
21059,1,2,9,green,no,normal,0,17.4lb
21060,5,6,8,green,no,normal,2,20.3lb
21061,1,2,13,grayish-green,no,normal,1,26.5lb
21062,0,5,6,green,no,normal,0,20.4lb
21063,7,0,9,green,no,normal,4,25.2lb
21064,0,3,6,green,no,normal,0,20.4lb
21065,0,1,11,green,no,normal,0,15.5lb
21066,2,2,11,green,no,normal,0,17.5lb
21067,2,3,10,green,no,normal,3,20.4lb
21068,5,2,10,grayish-green,no,normal,4,24.3lb
21069,4,4,10,gray,yes,normal,0,4.7lb
21070,6,3,11,green,no,normal,0,19.5lb
21071,1,1,11,green,no,normal,5,26.5lb
21072,1,4,9,green,no,unusually large,3,20.0lb
21073,0,5,6,green,no,normal,0,20.4lb
21074,0,6,6,green,no,normal,0,20.4lb
21075,0,5,6,green,no,normal,0,20.4lb
21076,2,4,10,green,no,normal,2,18.0lb
21077,9,3,11,gray,yes,normal,4,5.6lb
21078,3,1,8,grayish-green,no,normal,0,16.0lb
21079,6,3,12,green,no,normal,3,23.3lb
21080,5,1,13,gray,yes,normal,3,6.1lb
21081,3,5,10,green,no,unusually large,1,18.7lb
21082,1,3,14,green,no,normal,0,20.1lb
21083,3,2,11,green,no,normal,0,18.3lb
21084,0,1,6,green,no,normal,0,20.4lb
21085,4,4,10,grayish-green,no,unusually large,0,18.4lb
21086,4,1,8,gray,yes,normal,1,4.4lb
21087,4,5,11,green,no,normal,1,22.2lb
21088,0,2,6,green,no,normal,0,20.4lb
21089,3,1,10,green,no,unusually small,2,23.3lb
21090,0,3,6,green,no,normal,0,20.4lb
21091,3,5,10,green,no,unusually large,3,20.4lb
21092,3,6,8,grayish-green,no,normal,1,19.5lb
21093,1,3,8,green,no,normal,0,17.5lb
21094,1,2,8,green,no,unusually large,0,17.4lb
21095,0,4,6,green,no,normal,0,20.4lb
21096,9,6,15,greenish-gray,no,normal,0,29.8lb
21097,2,1,10,green,no,normal,6,16.5lb
21098,0,4,6,green,no,normal,0,20.4lb
21099,7,2,11,gray,yes,normal,3,5.5lb
21100,4,1,9,gray,yes,normal,1,4.5lb
21101,0,4,6,green,no,normal,0,20.4lb
21102,3,1,12,green,no,normal,0,21.0lb
21103,0,6,6,green,no,normal,0,20.4lb
21104,2,4,12,green,no,normal,1,19.9lb
21105,4,5,11,green,no,normal,0,19.0lb
21106,0,3,6,green,no,normal,0,20.4lb
21107,1,0,11,green,no,normal,5,25.0lb
21108,4,2,9,gray,yes,normal,0,5.0lb
21109,3,1,11,grayish-green,no,normal,0,20.2lb
21110,2,1,12,grayish-green,no,normal,2,19.6lb
21111,0,2,6,green,no,normal,0,20.4lb
21112,3,3,11,green,no,unusually large,0,17.4lb
21113,5,4,12,green,no,normal,1,22.1lb
21114,5,4,9,greenish-gray,no,normal,2,27.0lb
21115,0,5,6,green,no,normal,0,20.4lb
21116,6,7,11,grayish-green,no,normal,7,33.2lb
21117,0,3,6,green,no,normal,0,20.4lb
21118,0,2,6,green,no,normal,0,20.4lb
21119,5,3,14,gray,yes,normal,2,6.3lb
21120,5,2,8,green,no,normal,3,19.1lb
21121,0,6,6,green,no,normal,0,20.4lb
21122,1,4,9,green,no,normal,0,15.4lb
21123,4,1,12,green,no,normal,0,22.1lb
21124,0,1,12,green,no,normal,0,16.9lb
21125,6,7,11,greenish-gray,no,normal,0,25.4lb
21126,0,1,10,green,no,normal,0,17.5lb
21127,1,4,9,green,no,normal,5,28.4lb
21128,0,5,6,green,no,normal,0,20.4lb
21129,0,2,7,gray,yes,normal,2,4.2lb
21130,4,4,9,grayish-green,no,normal,0,18.2lb
21131,7,2,10,green,no,unusually large,1,18.3lb
21132,5,3,13,green,no,normal,0,18.6lb
21133,3,0,10,grayish-green,no,unusually large,0,22.4lb
21134,6,4,12,gray,yes,normal,0,6.3lb
21135,0,1,6,green,no,normal,0,20.4lb
21136,6,2,13,grayish-green,no,normal,2,23.0lb
21137,1,5,10,green,no,normal,2,21.7lb
21138,4,5,14,green,no,normal,0,22.6lb
21139,0,2,13,green,no,normal,0,20.7lb
21140,8,2,11,grayish-green,no,normal,0,21.9lb
21141,5,3,10,grayish-green,no,normal,2,21.9lb
21142,0,4,6,green,no,normal,0,20.4lb
21143,5,0,11,grayish-green,no,normal,4,27.3lb
21144,4,2,7,green,no,normal,1,16.9lb
21145,5,2,11,grayish-green,no,normal,5,24.8lb
21146,4,4,11,green,no,normal,3,23.7lb
21147,4,1,11,green,no,unusually large,0,17.9lb
21148,12,5,11,grayish-green,no,normal,2,27.0lb
21149,3,3,11,green,no,normal,1,17.6lb
21150,4,3,10,grayish-green,no,normal,1,18.0lb
21151,4,3,13,green,no,normal,0,23.7lb
21152,2,1,13,green,no,normal,0,18.7lb
21153,0,3,6,green,no,normal,0,20.4lb
21154,4,4,9,gray,yes,normal,1,4.9lb
21155,4,4,13,grayish-green,no,normal,0,23.1lb
21156,0,2,6,green,no,normal,0,20.4lb
21157,2,1,10,green,no,normal,1,18.9lb
21158,0,1,6,green,no,normal,0,20.4lb
21159,0,6,6,green,no,normal,0,20.4lb
21160,1,4,10,green,no,unusually small,3,24.1lb
21161,5,3,10,green,no,unusually small,1,21.0lb
21162,1,2,10,green,no,normal,5,18.0lb
21163,0,6,6,green,no,normal,0,20.4lb
21164,0,3,8,green,no,normal,4,20.7lb
21165,0,6,6,green,no,normal,0,20.4lb
21166,1,2,10,green,no,unusually large,4,23.3lb
21167,3,2,9,green,no,normal,0,15.3lb
21168,4,5,10,gray,yes,normal,1,5.5lb
21169,3,2,11,green,no,normal,0,20.5lb
21170,0,3,6,green,no,normal,0,20.4lb
21171,2,1,9,green,no,normal,0,18.7lb
21172,0,2,9,gray,yes,normal,4,4.4lb
21173,0,3,6,green,no,normal,0,20.4lb
21174,3,6,10,green,no,normal,3,19.2lb
21175,2,0,10,grayish-green,no,normal,0,16.9lb
21176,6,3,10,green,no,unusually large,0,19.5lb
21177,3,1,8,grayish-green,no,normal,0,18.7lb
21178,5,1,9,gray,yes,normal,0,4.4lb
21179,0,3,6,green,no,normal,0,20.4lb
21180,4,5,9,gray,yes,normal,0,5.1lb
21181,3,4,8,grayish-green,no,normal,2,20.9lb
21182,4,4,12,green,no,normal,0,16.1lb
21183,2,3,8,grayish-green,no,unusually small,2,20.7lb
21184,5,3,10,gray,yes,normal,2,4.9lb
21185,4,1,9,green,no,unusually small,1,17.5lb
21186,1,5,10,gray,yes,unusually large,0,5.1lb
21187,2,4,11,grayish-green,no,normal,0,19.2lb
21188,11,9,12,greenish-gray,no,normal,4,30.5lb
21189,0,3,6,green,no,normal,0,20.4lb
21190,1,0,12,gray,yes,normal,0,5.8lb
21191,0,5,6,green,no,normal,0,20.4lb
21192,3,2,11,green,no,normal,1,19.6lb
21193,3,3,11,gray,yes,normal,2,5.1lb
21194,2,4,11,green,no,normal,1,21.1lb
21195,2,3,11,grayish-green,no,normal,0,18.9lb
21196,0,6,6,green,no,normal,0,20.4lb
21197,4,1,10,grayish-green,no,normal,1,25.3lb
21198,0,5,6,green,no,normal,0,20.4lb
21199,2,3,9,green,no,normal,0,16.2lb
21200,2,2,11,green,no,unusually small,2,20.2lb
21201,3,0,10,green,no,normal,0,16.9lb
21202,0,3,12,green,no,normal,1,19.1lb
21203,5,2,10,grayish-green,no,normal,6,23.6lb
21204,9,0,10,grayish-green,no,normal,1,22.9lb
21205,5,3,11,green,no,normal,4,29.7lb
21206,3,1,10,green,no,unusually large,0,16.9lb
21207,7,3,13,greenish-gray,no,normal,0,27.4lb
21208,2,3,8,green,no,normal,0,15.3lb
21209,3,2,9,grayish-green,no,normal,2,20.9lb
21210,3,1,12,green,no,unusually large,2,26.9lb
21211,3,1,11,green,no,normal,0,17.9lb
21212,0,3,10,green,no,normal,0,17.7lb
21213,4,4,10,grayish-green,no,normal,0,20.9lb
21214,10,4,10,gray,yes,unusually large,1,4.9lb
21215,0,2,6,green,no,normal,0,20.4lb
21216,3,1,9,green,no,unusually large,1,18.9lb
21217,3,1,10,grayish-green,no,normal,1,19.1lb
21218,1,2,10,green,no,normal,7,18.1lb
21219,5,6,9,green,no,unusually small,0,17.7lb
21220,3,2,8,green,no,normal,0,16.4lb
21221,4,4,8,grayish-green,no,normal,1,21.1lb
21222,0,6,6,green,no,normal,0,20.4lb
21223,1,3,11,green,no,normal,1,18.5lb
21224,3,1,9,green,no,normal,0,16.2lb
21225,3,3,9,green,no,normal,4,18.9lb
21226,3,0,10,green,no,normal,1,17.4lb
21227,3,1,9,gray,yes,normal,1,4.8lb
21228,2,4,11,green,no,normal,0,19.7lb
21229,3,1,9,gray,yes,normal,2,5.1lb
21230,3,3,10,grayish-green,no,unusually small,0,19.9lb
21231,0,4,6,green,no,normal,0,20.4lb
21232,0,3,7,green,no,unusually large,3,19.0lb
21233,0,2,12,green,no,normal,0,20.8lb
21234,6,1,11,grayish-green,no,normal,0,20.8lb
21235,0,2,10,green,no,normal,1,17.2lb
21236,3,6,10,grayish-green,no,normal,1,23.9lb
21237,0,2,6,green,no,normal,0,20.4lb
21238,0,5,6,green,no,normal,0,20.4lb
21239,1,3,12,green,no,normal,0,19.2lb
21240,0,6,6,green,no,normal,0,20.4lb
21241,5,0,10,green,no,unusually small,3,19.9lb
21242,6,4,10,grayish-green,no,normal,3,30.4lb
21243,3,0,11,grayish-green,no,normal,0,17.8lb
21244,1,0,8,green,no,normal,0,15.6lb
21245,4,0,10,grayish-green,no,normal,1,20.2lb
21246,6,9,12,grayish-green,no,unusually large,1,27.5lb
21247,2,2,9,gray,yes,unusually large,0,4.4lb
21248,1,0,10,green,no,normal,6,16.2lb
21249,0,2,10,green,no,unusually large,1,18.2lb
21250,0,0,10,grayish-green,no,normal,0,16.0lb
21251,0,2,6,green,no,normal,0,20.4lb
21252,2,3,8,green,no,normal,0,15.9lb
21253,5,5,11,grayish-green,no,normal,1,20.9lb
21254,0,3,6,green,no,normal,0,20.4lb
21255,1,6,11,green,no,normal,4,21.1lb
21256,3,1,10,green,no,normal,0,18.0lb
21257,2,2,10,green,no,normal,1,20.1lb
21258,5,3,9,grayish-green,no,normal,2,21.4lb
21259,1,3,12,green,no,unusually large,2,19.9lb
21260,2,2,16,gray,yes,normal,4,7.3lb
21261,1,1,8,green,no,normal,7,27.0lb
21262,4,3,9,grayish-green,no,normal,0,21.9lb
21263,2,1,13,gray,yes,normal,2,6.5lb
21264,3,1,12,green,no,normal,0,17.8lb
21265,0,5,6,green,no,normal,0,20.4lb
21266,3,3,10,gray,yes,unusually small,0,4.5lb
21267,0,1,6,green,no,normal,0,20.4lb
21268,0,4,6,green,no,normal,0,20.4lb
21269,0,2,9,green,no,normal,0,18.4lb
21270,6,1,10,green,no,normal,0,16.7lb
21271,3,2,9,green,no,normal,4,21.3lb
21272,4,3,9,green,no,unusually small,0,16.1lb
21273,6,4,11,grayish-green,no,unusually small,1,24.3lb
21274,2,2,11,green,no,unusually large,0,19.6lb
21275,0,1,6,green,no,normal,0,20.4lb
21276,3,4,10,grayish-green,no,normal,1,20.4lb
21277,4,3,9,green,no,unusually large,0,20.2lb
21278,0,2,12,green,no,normal,0,17.5lb
21279,4,0,11,grayish-green,no,normal,3,20.6lb
21280,0,3,6,green,no,normal,0,20.4lb
21281,2,4,11,grayish-green,no,normal,1,23.6lb
21282,2,5,11,grayish-green,no,normal,0,19.0lb
21283,0,4,6,green,no,normal,0,20.4lb
21284,7,4,12,grayish-green,no,normal,2,24.6lb
21285,2,3,9,green,no,normal,4,23.2lb
21286,2,3,9,green,no,normal,3,17.8lb
21287,0,2,6,green,no,normal,0,20.4lb
21288,7,5,13,gray,yes,normal,0,6.2lb
21289,0,2,11,green,no,normal,0,18.9lb
21290,3,2,9,green,no,normal,0,15.8lb
21291,5,4,12,gray,yes,normal,2,5.7lb
21292,0,3,6,green,no,normal,0,20.4lb
21293,4,4,9,grayish-green,no,unusually small,2,21.0lb
21294,6,3,12,gray,yes,normal,1,5.9lb
21295,6,2,7,grayish-green,no,normal,0,19.0lb
21296,3,7,15,green,no,normal,0,23.1lb
21297,3,3,9,green,no,normal,1,17.1lb
21298,4,2,10,gray,yes,normal,0,5.1lb
21299,5,5,11,greenish-gray,no,normal,2,23.8lb
21300,5,3,9,grayish-green,no,normal,0,16.7lb
21301,0,2,6,green,no,normal,0,20.4lb
21302,2,2,11,grayish-green,no,normal,0,20.8lb
21303,3,5,8,gray,yes,normal,0,4.2lb
21304,2,4,9,green,no,normal,0,18.4lb
21305,1,1,10,green,no,unusually large,0,17.6lb
21306,4,2,8,grayish-green,no,normal,0,17.7lb
21307,4,4,10,green,no,normal,0,18.5lb
21308,2,3,10,green,no,normal,0,15.8lb
21309,2,2,10,green,no,unusually small,2,18.7lb
21310,0,3,6,green,no,normal,0,20.4lb
21311,6,5,10,grayish-green,no,normal,3,24.0lb
21312,1,4,11,gray,yes,normal,5,5.3lb
21313,4,1,13,gray,yes,normal,0,6.8lb
21314,4,3,8,green,no,normal,3,23.8lb
21315,6,2,11,grayish-green,no,normal,2,23.3lb
21316,0,3,6,green,no,normal,0,20.4lb
21317,1,4,9,green,no,normal,1,18.2lb
21318,2,1,11,green,no,normal,3,24.5lb
21319,4,5,12,grayish-green,no,normal,0,19.6lb
21320,0,2,6,green,no,normal,0,20.4lb
21321,5,5,13,greenish-gray,no,normal,5,36.1lb
21322,3,2,11,green,no,unusually large,2,22.0lb
21323,3,2,9,green,no,normal,8,20.2lb
21324,3,3,11,grayish-green,no,normal,3,23.3lb
21325,3,2,12,green,no,unusually large,6,27.9lb
21326,1,1,9,green,no,normal,4,22.1lb
21327,6,1,8,green,no,normal,2,21.6lb
21328,5,3,9,green,no,normal,4,19.7lb
21329,3,3,7,green,no,normal,0,15.2lb
21330,6,5,8,gray,yes,normal,1,4.1lb
21331,6,3,9,grayish-green,no,normal,0,16.8lb
21332,4,2,11,grayish-green,no,normal,1,20.2lb
21333,0,4,6,green,no,normal,0,20.4lb
21334,5,4,11,green,no,normal,1,19.4lb
21335,2,0,11,grayish-green,no,unusually small,4,19.7lb
21336,4,2,8,green,no,normal,0,15.5lb
21337,5,3,11,green,no,normal,5,27.5lb
21338,5,0,11,gray,yes,normal,2,5.0lb
21339,0,3,6,green,no,normal,0,20.4lb
21340,0,1,9,green,no,normal,0,16.3lb
21341,0,1,6,green,no,normal,0,20.4lb
21342,0,6,6,green,no,normal,0,20.4lb
21343,5,0,11,green,no,normal,0,15.9lb
21344,4,1,11,grayish-green,no,unusually large,0,21.9lb
21345,0,6,6,green,no,normal,0,20.4lb
21346,3,2,8,green,no,normal,1,15.4lb
21347,0,0,10,green,no,normal,0,17.1lb
21348,2,5,10,green,no,normal,4,17.0lb
21349,6,4,12,grayish-green,no,normal,5,29.8lb
21350,0,5,6,green,no,normal,0,20.4lb
21351,0,6,6,green,no,normal,0,20.4lb
21352,4,3,10,grayish-green,no,unusually small,4,25.0lb
21353,2,2,11,gray,yes,normal,0,4.6lb
21354,5,4,12,grayish-green,no,normal,1,21.3lb
21355,5,2,10,gray,yes,unusually small,1,5.2lb
21356,3,3,10,green,no,normal,0,16.5lb
21357,3,4,10,gray,yes,unusually large,2,5.0lb
21358,11,5,13,greenish-gray,no,normal,5,34.7lb
21359,2,3,9,grayish-green,no,normal,0,18.7lb
21360,2,3,13,gray,yes,normal,1,6.1lb
21361,0,1,6,green,no,normal,0,20.4lb
21362,2,2,10,green,no,normal,1,19.1lb
21363,2,2,8,grayish-green,no,normal,0,17.5lb
21364,3,1,8,grayish-green,no,unusually large,0,19.7lb
21365,6,1,11,grayish-green,no,normal,0,21.6lb
21366,0,2,6,green,no,normal,0,20.4lb
21367,0,6,6,green,no,normal,0,20.4lb
21368,3,2,12,grayish-green,no,normal,2,21.2lb
21369,0,6,6,green,no,normal,0,20.4lb
21370,5,4,14,green,no,normal,2,26.8lb
21371,2,1,13,green,no,normal,0,19.7lb
21372,0,1,6,green,no,normal,0,20.4lb
21373,3,3,9,green,no,normal,0,17.3lb
21374,1,1,9,green,no,normal,2,16.9lb
21375,3,1,9,grayish-green,no,unusually small,2,19.2lb
21376,2,2,11,green,no,normal,0,19.3lb
21377,0,1,6,green,no,normal,0,20.4lb
21378,4,2,10,green,no,normal,1,18.8lb
21379,7,1,9,green,no,normal,2,21.8lb
21380,4,4,11,grayish-green,no,normal,1,24.9lb
21381,6,6,11,gray,yes,normal,2,5.0lb
21382,0,5,6,green,no,normal,0,20.4lb
21383,1,1,10,green,no,normal,0,16.7lb
21384,1,3,11,green,no,normal,0,15.7lb
21385,0,5,6,green,no,normal,0,20.4lb
21386,3,3,8,gray,yes,normal,0,3.5lb
21387,0,1,6,green,no,normal,0,20.4lb
21388,3,2,10,green,no,normal,7,30.1lb
21389,5,4,10,gray,yes,normal,2,5.0lb
21390,0,4,9,green,no,normal,2,20.9lb
21391,0,2,6,green,no,normal,0,20.4lb
21392,1,4,10,green,no,normal,0,16.2lb
21393,1,2,7,green,no,normal,3,15.7lb
21394,1,2,10,green,no,normal,4,21.9lb
21395,0,4,8,gray,yes,normal,4,4.1lb
21396,0,4,6,green,no,normal,0,20.4lb
21397,0,5,6,green,no,normal,0,20.4lb
21398,4,4,13,grayish-green,no,normal,0,22.4lb
21399,0,2,6,green,no,normal,0,20.4lb
21400,2,4,12,grayish-green,no,normal,0,20.2lb
21401,2,2,11,green,no,normal,0,17.4lb
21402,0,4,11,gray,yes,normal,0,5.4lb
21403,0,2,6,green,no,normal,0,20.4lb
21404,4,1,7,grayish-green,no,normal,0,21.0lb
21405,5,4,11,gray,yes,unusually large,0,5.2lb
21406,8,1,11,grayish-green,no,normal,0,21.2lb
21407,4,3,11,green,no,normal,4,23.4lb
21408,6,2,9,green,no,normal,1,19.8lb
21409,3,3,9,green,no,unusually small,0,17.8lb
21410,6,2,13,grayish-green,no,normal,3,26.7lb
21411,0,2,10,green,no,normal,4,21.3lb
21412,3,4,10,grayish-green,no,normal,0,20.4lb
21413,4,1,10,green,no,normal,5,22.7lb
21414,3,3,11,green,no,normal,1,20.8lb
21415,1,1,11,green,no,normal,3,19.6lb
21416,3,1,11,grayish-green,no,normal,3,20.5lb
21417,4,3,9,green,no,normal,0,15.7lb
21418,10,0,13,gray,yes,unusually large,0,6.8lb
21419,1,4,12,grayish-green,no,unusually large,0,21.4lb
21420,0,5,6,green,no,normal,0,20.4lb
21421,2,2,11,gray,yes,normal,1,5.6lb
21422,1,4,10,gray,yes,normal,3,5.0lb
21423,3,5,11,green,no,unusually large,0,16.8lb
21424,6,2,8,green,no,unusually small,3,19.1lb
21425,3,4,10,grayish-green,no,unusually small,3,24.8lb
21426,4,6,10,grayish-green,no,normal,0,22.3lb
21427,1,2,12,green,no,normal,4,21.1lb
21428,0,3,6,green,no,normal,0,20.4lb
21429,4,2,11,green,no,normal,5,21.8lb
21430,0,2,6,green,no,normal,0,20.4lb
21431,11,5,10,grayish-green,no,normal,4,22.8lb
21432,0,5,10,green,no,normal,0,16.6lb
21433,0,6,6,green,no,normal,0,20.4lb
21434,1,1,10,green,no,normal,3,25.0lb
21435,0,5,6,green,no,normal,0,20.4lb
21436,1,3,12,grayish-green,no,normal,1,21.8lb
21437,2,3,10,green,no,normal,2,21.9lb
21438,6,1,8,grayish-green,no,normal,0,21.4lb
21439,3,4,12,green,no,unusually small,3,24.4lb
21440,4,2,10,green,no,unusually large,4,17.3lb
21441,6,2,12,grayish-green,no,unusually large,1,23.7lb
21442,4,3,11,grayish-green,no,normal,2,23.3lb
21443,2,6,11,grayish-green,no,normal,1,22.0lb
21444,0,5,6,green,no,normal,0,20.4lb
21445,4,2,9,green,no,normal,2,19.5lb
21446,4,1,12,grayish-green,no,normal,3,20.6lb
21447,10,7,10,grayish-green,no,normal,1,21.3lb
21448,6,2,10,grayish-green,no,normal,2,24.3lb
21449,0,1,6,green,no,normal,0,20.4lb
21450,2,4,10,green,no,unusually small,2,20.5lb
21451,10,7,9,grayish-green,no,normal,4,23.3lb
21452,4,6,8,gray,yes,normal,0,4.2lb
21453,1,1,12,gray,yes,normal,2,6.0lb
21454,1,2,9,green,no,normal,1,17.0lb
21455,2,1,12,green,no,normal,5,28.9lb
21456,3,7,12,grayish-green,no,normal,0,19.1lb
21457,6,3,11,grayish-green,no,normal,0,20.1lb
21458,1,1,9,green,no,normal,0,16.8lb
21459,0,3,6,green,no,normal,0,20.4lb
21460,7,3,10,gray,yes,normal,0,4.9lb
21461,1,0,12,grayish-green,no,normal,1,21.9lb
21462,13,4,10,greenish-gray,no,unusually large,0,30.1lb
21463,0,1,6,green,no,normal,0,20.4lb
21464,2,3,11,green,no,unusually small,4,19.5lb
21465,2,6,12,grayish-green,no,normal,1,22.2lb
21466,7,2,12,grayish-green,no,normal,4,30.6lb
21467,0,6,6,green,no,normal,0,20.4lb
21468,4,4,9,green,no,unusually small,0,18.1lb
